time,signal
12.0,699
12.00833,698
12.01667,698
12.025,697
12.03333,697
12.04167,696
12.05,696
12.05833,696
12.06667,695
12.075,694
12.08333,693
12.09167,693
12.1,692
12.10833,692
12.11667,691
12.125,691
12.13333,691
12.14167,691
12.15,691
12.15833,691
12.16667,691
12.175,691
12.18333,691
12.19167,690
12.2,690
12.20833,689
12.21667,689
12.225,689
12.23333,689
12.24167,689
12.25,689
12.25833,689
12.26667,689
12.275,688
12.28333,688
12.29167,688
12.3,688
12.30833,688
12.31667,688
12.325,687
12.33333,687
12.34167,687
12.35,687
12.35833,687
12.36667,687
12.375,687
12.38333,687
12.39167,687
12.4,686
12.40833,686
12.41667,685
12.425,685
12.43333,685
12.44167,685
12.45,685
12.45833,684
12.46667,684
12.475,684
12.48333,684
12.49167,684
12.5,684
12.50833,684
12.51667,683
12.525,683
12.53333,683
12.54167,683
12.55,683
12.55833,683
12.56667,683
12.575,684
12.58333,684
12.59167,686
12.6,687
12.60833,689
12.61667,691
12.625,694
12.63333,698
12.64167,702
12.65,708
12.65833,715
12.66667,723
12.675,732
12.68333,743
12.69167,756
12.7,771
12.70833,789
12.71667,809
12.725,832
12.73333,857
12.74167,886
12.75,919
12.75833,955
12.76667,994
12.775,1038
12.78333,1086
12.79167,1138
12.8,1195
12.80833,1255
12.81667,1321
12.825,1391
12.83333,1467
12.84167,1548
12.85,1634
12.85833,1725
12.86667,1822
12.875,1924
12.88333,2031
12.89167,2144
12.9,2262
12.90833,2386
12.91667,2514
12.925,2649
12.93333,2789
12.94167,2934
12.95,3085
12.95833,3241
12.96667,3403
12.975,3569
12.98333,3742
12.99167,3919
13.0,4102
13.00833,4289
13.01667,4482
13.025,4679
13.03333,4882
13.04167,5089
13.05,5300
13.05833,5516
13.06667,5736
13.075,5961
13.08333,6191
13.09167,6424
13.1,6662
13.10833,6904
13.11667,7150
13.125,7401
13.13333,7657
13.14167,7916
13.15,8181
13.15833,8450
13.16667,8725
13.175,9004
13.18333,9290
13.19167,9581
13.2,9879
13.20833,10183
13.21667,10496
13.225,10816
13.23333,11146
13.24167,11485
13.25,11835
13.25833,12197
13.26667,12572
13.275,12960
13.28333,13364
13.29167,13785
13.3,14222
13.30833,14679
13.31667,15156
13.325,15655
13.33333,16176
13.34167,16721
13.35,17292
13.35833,17888
13.36667,18511
13.375,19161
13.38333,19840
13.39167,20546
13.4,21281
13.40833,22044
13.41667,22836
13.425,23655
13.43333,24502
13.44167,25374
13.45,26270
13.45833,27189
13.46667,28130
13.475,29089
13.48333,30065
13.49167,31056
13.5,32059
13.50833,33072
13.51667,34092
13.525,35116
13.53333,36141
13.54167,37165
13.55,38185
13.55833,39197
13.56667,40200
13.575,41190
13.58333,42165
13.59167,43122
13.6,44059
13.60833,44975
13.61667,45866
13.625,46731
13.63333,47569
13.64167,48378
13.65,49156
13.65833,49903
13.66667,50618
13.675,51299
13.68333,51947
13.69167,52562
13.7,53142
13.70833,53688
13.71667,54200
13.725,54678
13.73333,55123
13.74167,55535
13.75,55915
13.75833,56263
13.76667,56582
13.775,56872
13.78333,57135
13.79167,57372
13.8,57584
13.80833,57773
13.81667,57942
13.825,58091
13.83333,58223
13.84167,58340
13.85,58444
13.85833,58535
13.86667,58618
13.875,58692
13.88333,58761
13.89167,58825
13.9,58885
13.90833,58941
13.91667,58993
13.925,59039
13.93333,59077
13.94167,59103
13.95,59112
13.95833,59099
13.96667,59057
13.975,58978
