time,signal
12.0,-392
12.00833,-390
12.01667,-387
12.025,-384
12.03333,-380
12.04167,-377
12.05,-373
12.05833,-369
12.06667,-365
12.075,-362
12.08333,-358
12.09167,-354
12.1,-350
12.10833,-346
12.11667,-342
12.125,-338
12.13333,-334
12.14167,-330
12.15,-325
12.15833,-321
12.16667,-317
12.175,-313
12.18333,-309
12.19167,-305
12.2,-301
12.20833,-297
12.21667,-293
12.225,-289
12.23333,-285
12.24167,-281
12.25,-277
12.25833,-273
12.26667,-269
12.275,-265
12.28333,-261
12.29167,-256
12.3,-252
12.30833,-248
12.31667,-244
12.325,-240
12.33333,-236
12.34167,-232
12.35,-228
12.35833,-224
12.36667,-221
12.375,-216
12.38333,-212
12.39167,-208
12.4,-204
12.40833,-200
12.41667,-196
12.425,-192
12.43333,-187
12.44167,-183
12.45,-179
12.45833,-175
12.46667,-171
12.475,-167
12.48333,-163
12.49167,-159
12.5,-155
12.50833,-150
12.51667,-146
12.525,-141
12.53333,-137
12.54167,-132
12.55,-126
12.55833,-120
12.56667,-114
12.575,-107
12.58333,-99
12.59167,-90
12.6,-80
12.60833,-68
12.61667,-55
12.625,-41
12.63333,-25
12.64167,-7
12.65,13
12.65833,36
12.66667,61
12.675,89
12.68333,120
12.69167,154
12.7,192
12.70833,234
12.71667,279
12.725,328
12.73333,381
12.74167,438
12.75,499
12.75833,565
12.76667,635
12.775,710
12.78333,789
12.79167,874
12.8,963
12.80833,1056
12.81667,1155
12.825,1258
12.83333,1366
12.84167,1479
12.85,1596
12.85833,1719
12.86667,1846
12.875,1979
12.88333,2116
12.89167,2258
12.9,2405
12.90833,2556
12.91667,2713
12.925,2874
12.93333,3040
12.94167,3211
12.95,3387
12.95833,3567
12.96667,3753
12.975,3942
12.98333,4137
12.99167,4336
13.0,4540
13.00833,4748
13.01667,4961
13.025,5179
13.03333,5402
13.04167,5629
13.05,5861
13.05833,6099
13.06667,6342
13.075,6591
13.08333,6845
13.09167,7105
13.1,7372
13.10833,7645
13.11667,7926
13.125,8215
13.13333,8513
13.14167,8820
13.15,9138
13.15833,9467
13.16667,9808
13.175,10162
13.18333,10530
13.19167,10914
13.2,11314
13.20833,11733
13.21667,12172
13.225,12631
13.23333,13113
13.24167,13618
13.25,14147
13.25833,14702
13.26667,15283
13.275,15891
13.28333,16528
13.29167,17193
13.3,17888
13.30833,18611
13.31667,19363
13.325,20143
13.33333,20952
13.34167,21786
13.35,22646
13.35833,23530
13.36667,24437
13.375,25364
13.38333,26309
13.39167,27270
13.4,28244
13.40833,29230
13.41667,30224
13.425,31223
13.43333,32225
13.44167,33226
13.45,34224
13.45833,35216
13.46667,36199
13.475,37171
13.48333,38130
13.49167,39073
13.5,39997
13.50833,40901
13.51667,41784
13.525,42643
13.53333,43478
13.54167,44286
13.55,45068
13.55833,45823
13.56667,46550
13.575,47248
13.58333,47917
13.59167,48558
13.6,49170
13.60833,49754
13.61667,50309
13.625,50838
13.63333,51340
13.64167,51815
13.65,52265
13.65833,52690
13.66667,53091
13.675,53469
13.68333,53825
13.69167,54159
13.7,54473
13.70833,54768
13.71667,55044
13.725,55304
13.73333,55548
13.74167,55777
13.75,55993
13.75833,56196
13.76667,56389
13.775,56572
13.78333,56746
13.79167,56914
13.8,57076
13.80833,57234
13.81667,57388
13.825,57540
13.83333,57692
13.84167,57845
13.85,58000
13.85833,58158
13.86667,58321
13.875,58490
13.88333,58665
13.89167,58849
13.9,59041
13.90833,59243
13.91667,59456
13.925,59680
13.93333,59917
13.94167,60168
13.95,60433
13.95833,60712
13.96667,61007
13.975,61317
13.98333,61643
13.99167,61985
14.0,62344
14.00833,62720
14.01667,63114
14.025,63526
14.03333,63955
14.04167,64401
14.05,64865
14.05833,65346
14.06667,65845
14.075,66362
14.08333,66896
14.09167,67448
14.1,68017
14.10833,68602
14.11667,69202
14.125,69818
14.13333,70447
14.14167,71086
14.15,71733
14.15833,72383
14.16667,73031
14.175,73670
14.18333,74292
14.19167,74888
14.2,75448
14.20833,75962
14.21667,76418
14.225,76807
14.23333,77118
14.24167,77344
14.25,77475
14.25833,77507
14.26667,77435
14.275,77255
14.28333,76966
14.29167,76567
14.3,76057
14.30833,75440
14.31667,74714
14.325,73883
14.33333,72947
14.34167,71907
14.35,70762
14.35833,69514
14.36667,68159
14.375,66698
14.38333,65128
14.39167,63448
14.4,61658
14.40833,59758
14.41667,57748
14.425,55634
14.43333,53420
14.44167,51116
14.45,48731
14.45833,46279
14.46667,43776
14.475,41239
14.48333,38688
14.49167,36143
14.5,33624
14.50833,31151
14.51667,28745
14.525,26421
14.53333,24196
14.54167,22082
14.55,20089
14.55833,18225
14.56667,16493
14.575,14894
14.58333,13428
14.59167,12091
14.6,10878
14.60833,9783
14.61667,8800
14.625,7919
14.63333,7134
14.64167,6435
14.65,5816
14.65833,5267
14.66667,4782
14.675,4353
14.68333,3974
14.69167,3640
14.7,3345
14.70833,3085
14.71667,2855
14.725,2651
14.73333,2471
14.74167,2310
14.75,2168
14.75833,2041
14.76667,1927
14.775,1825
14.78333,1734
14.79167,1651
14.8,1577
14.80833,1509
14.81667,1448
14.825,1392
14.83333,1341
14.84167,1293
14.85,1250
14.85833,1210
14.86667,1172
14.875,1137
14.88333,1105
14.89167,1075
14.9,1047
14.90833,1020
14.91667,996
14.925,972
14.93333,950
14.94167,930
14.95,910
14.95833,892
14.96667,874
14.975,857
14.98333,841
14.99167,826
15.0,811
15.00833,797
15.01667,784
15.025,771
15.03333,758
15.04167,746
15.05,734
15.05833,723
15.06667,713
15.075,703
15.08333,693
15.09167,684
15.1,675
15.10833,666
15.11667,657
15.125,649
15.13333,641
15.14167,634
15.15,626
15.15833,620
15.16667,613
15.175,607
15.18333,600
15.19167,594
15.2,588
15.20833,582
15.21667,576
15.225,570
15.23333,565
15.24167,560
15.25,555
15.25833,550
15.26667,546
15.275,541
15.28333,536
15.29167,532
15.3,528
15.30833,523
15.31667,519
15.325,515
15.33333,511
15.34167,507
15.35,504
15.35833,501
15.36667,497
15.375,493
15.38333,490
15.39167,487
15.4,484
15.40833,481
15.41667,478
15.425,475
15.43333,472
15.44167,469
15.45,466
15.45833,463
15.46667,460
15.475,457
15.48333,454
15.49167,451
15.5,448
15.50833,445
15.51667,442
15.525,440
15.53333,437
15.54167,434
15.55,431
15.55833,428
15.56667,425
15.575,422
15.58333,419
15.59167,417
15.6,414
15.60833,411
15.61667,408
15.625,406
15.63333,403
15.64167,400
15.65,397
15.65833,394
15.66667,392
15.675,389
15.68333,386
15.69167,384
15.7,381
15.70833,379
15.71667,376
15.725,374
15.73333,371
15.74167,368
15.75,366
15.75833,363
15.76667,361
15.775,358
15.78333,355
15.79167,353
15.8,350
15.80833,348
15.81667,346
15.825,343
15.83333,340
15.84167,338
