time,signal
12.0,708
12.00833,707
12.01667,707
12.025,706
12.03333,706
12.04167,705
12.05,704
12.05833,704
12.06667,703
12.075,703
12.08333,703
12.09167,703
12.1,702
12.10833,702
12.11667,702
12.125,701
12.13333,700
12.14167,700
12.15,700
12.15833,700
12.16667,699
12.175,699
12.18333,698
12.19167,698
12.2,698
12.20833,697
12.21667,697
12.225,696
12.23333,696
12.24167,696
12.25,696
12.25833,696
12.26667,695
12.275,695
12.28333,694
12.29167,694
12.3,694
12.30833,693
12.31667,693
12.325,692
12.33333,692
12.34167,692
12.35,692
12.35833,692
12.36667,692
12.375,692
12.38333,691
12.39167,691
12.4,691
12.40833,691
12.41667,690
12.425,690
12.43333,690
12.44167,690
12.45,690
12.45833,691
12.46667,691
12.475,691
12.48333,691
12.49167,691
12.5,691
12.50833,691
12.51667,691
12.525,691
12.53333,691
12.54167,691
12.55,692
12.55833,692
12.56667,692
12.575,693
12.58333,693
12.59167,694
12.6,696
12.60833,699
12.61667,701
12.625,705
12.63333,709
12.64167,715
12.65,722
12.65833,729
12.66667,739
12.675,749
12.68333,762
12.69167,776
12.7,794
12.70833,814
12.71667,836
12.725,862
12.73333,890
12.74167,921
12.75,957
12.75833,996
12.76667,1039
12.775,1086
12.78333,1137
12.79167,1192
12.8,1252
12.80833,1317
12.81667,1386
12.825,1460
12.83333,1539
12.84167,1623
12.85,1712
12.85833,1806
12.86667,1906
12.875,2011
12.88333,2120
12.89167,2235
12.9,2355
12.90833,2480
12.91667,2611
12.925,2747
12.93333,2888
12.94167,3034
12.95,3185
12.95833,3341
12.96667,3502
12.975,3668
12.98333,3839
12.99167,4015
13.0,4197
13.00833,4383
13.01667,4574
13.025,4769
13.03333,4969
13.04167,5174
13.05,5383
13.05833,5597
13.06667,5815
13.075,6037
13.08333,6263
13.09167,6493
13.1,6728
13.10833,6966
13.11667,7209
13.125,7455
13.13333,7706
13.14167,7960
13.15,8218
13.15833,8479
13.16667,8744
13.175,9012
13.18333,9285
13.19167,9560
13.2,9840
13.20833,10123
13.21667,10409
13.225,10700
13.23333,10993
13.24167,11291
13.25,11593
13.25833,11898
13.26667,12208
13.275,12520
13.28333,12837
13.29167,13158
13.3,13483
13.30833,13812
13.31667,14146
13.325,14484
13.33333,14826
13.34167,15173
13.35,15524
13.35833,15880
13.36667,16241
13.375,16607
13.38333,16977
13.39167,17351
13.4,17731
13.40833,18114
13.41667,18503
13.425,18896
13.43333,19294
13.44167,19696
13.45,20102
13.45833,20513
13.46667,20928
13.475,21346
13.48333,21768
13.49167,22194
13.5,22623
13.50833,23055
13.51667,23490
13.525,23928
13.53333,24369
13.54167,24812
13.55,25257
13.55833,25705
13.56667,26154
13.575,26606
13.58333,27059
13.59167,27514
13.6,27971
13.60833,28429
13.61667,28888
13.625,29348
13.63333,29809
13.64167,30272
13.65,30736
13.65833,31201
13.66667,31667
13.675,32134
13.68333,32602
13.69167,33071
13.7,33540
13.70833,34011
13.71667,34483
13.725,34956
13.73333,35430
13.74167,35905
13.75,36381
13.75833,36859
13.76667,37338
13.775,37820
13.78333,38303
13.79167,38787
13.8,39273
13.80833,39762
13.81667,40252
13.825,40746
13.83333,41242
13.84167,41742
13.85,42244
13.85833,42749
13.86667,43257
13.875,43769
13.88333,44282
13.89167,44799
13.9,45316
13.90833,45834
13.91667,46349
13.925,46858
13.93333,47358
13.94167,47843
13.95,48306
13.95833,48742
13.96667,49141
13.975,49496
13.98333,49797
13.99167,50037
14.0,50208
14.00833,50302
14.01667,50313
14.025,50236
14.03333,50065
14.04167,49798
14.05,49432
14.05833,48966
14.06667,48397
14.075,47725
14.08333,46951
14.09167,46074
14.1,45095
14.10833,44015
14.11667,42836
14.125,41560
14.13333,40192
14.14167,38737
14.15,37203
14.15833,35598
14.16667,33932
14.175,32218
14.18333,30469
14.19167,28698
14.2,26921
14.20833,25153
14.21667,23407
14.225,21698
14.23333,20039
14.24167,18442
14.25,16916
14.25833,15469
14.26667,14108
14.275,12837
14.28333,11657
14.29167,10570
14.3,9574
14.30833,8667
14.31667,7845
14.325,7103
14.33333,6437
14.34167,5842
14.35,5311
14.35833,4839
14.36667,4421
14.375,4051
14.38333,3724
14.39167,3436
14.4,3182
14.40833,2958
14.41667,2762
14.425,2589
14.43333,2436
14.44167,2301
14.45,2182
14.45833,2076
14.46667,1983
14.475,1900
14.48333,1826
14.49167,1759
14.5,1700
14.50833,1647
14.51667,1599
14.525,1556
14.53333,1518
14.54167,1482
14.55,1449
14.55833,1420
14.56667,1393
14.575,1368
14.58333,1345
14.59167,1324
14.6,1304
14.60833,1285
14.61667,1268
14.625,1252
14.63333,1237
14.64167,1222
14.65,1209
14.65833,1197
14.66667,1186
14.675,1175
14.68333,1165
14.69167,1155
14.7,1146
14.70833,1137
14.71667,1128
14.725,1120
14.73333,1112
14.74167,1104
14.75,1097
14.75833,1090
14.76667,1084
14.775,1078
14.78333,1072
14.79167,1066
14.8,1061
14.80833,1056
14.81667,1051
14.825,1046
14.83333,1041
14.84167,1037
14.85,1033
14.85833,1028
14.86667,1025
14.875,1021
14.88333,1017
14.89167,1014
14.9,1011
14.90833,1008
14.91667,1005
14.925,1002
14.93333,999
14.94167,996
14.95,994
14.95833,991
14.96667,988
14.975,986
14.98333,983
14.99167,981
15.0,978
15.00833,976
15.01667,974
15.025,972
15.03333,970
15.04167,968
15.05,967
15.05833,965
15.06667,964
15.075,962
15.08333,961
15.09167,960
15.1,958
15.10833,957
15.11667,956
15.125,954
15.13333,953
15.14167,951
15.15,950
15.15833,948
15.16667,947
15.175,946
15.18333,944
15.19167,943
15.2,942
15.20833,941
15.21667,941
15.225,940
15.23333,939
15.24167,937
15.25,936
15.25833,936
15.26667,935
15.275,933
15.28333,932
15.29167,932
15.3,931
15.30833,930
15.31667,930
15.325,929
15.33333,928
15.34167,927
15.35,925
15.35833,924
15.36667,923
15.375,922
15.38333,921
15.39167,921
15.4,920
15.40833,919
15.41667,918
15.425,917
15.43333,916
15.44167,915
15.45,914
15.45833,913
15.46667,912
15.475,912
15.48333,911
15.49167,910
15.5,909
15.50833,909
15.51667,908
15.525,907
15.53333,906
15.54167,905
15.55,905
15.55833,904
15.56667,904
15.575,903
15.58333,902
15.59167,901
15.6,901
15.60833,901
15.61667,900
15.625,899
15.63333,898
15.64167,898
15.65,897
15.65833,896
15.66667,896
15.675,895
15.68333,895
15.69167,895
15.7,894
15.70833,894
15.71667,893
15.725,892
15.73333,891
15.74167,891
15.75,890
15.75833,889
15.76667,889
15.775,889
15.78333,888
15.79167,887
15.8,887
15.80833,886
15.81667,886
15.825,886
15.83333,885
15.84167,884
15.85,883
15.85833,883
15.86667,882
15.875,882
15.88333,881
15.89167,881
15.9,881
15.90833,881
15.91667,881
15.925,881
15.93333,880
15.94167,880
15.95,879
15.95833,879
15.96667,878
15.975,877
15.98333,877
15.99167,876
16.0,875
16.00833,875
16.01667,874
16.025,873
16.03333,872
16.04167,871
16.05,871
16.05833,870
16.06667,870
16.075,869
16.08333,869
16.09167,868
16.1,868
16.10833,867
16.11667,867
16.125,866
