time,signal
12.0,698
12.00833,697
12.01667,696
12.025,696
12.03333,695
12.04167,695
12.05,694
12.05833,694
12.06667,693
12.075,693
12.08333,692
12.09167,692
12.1,691
12.10833,691
12.11667,691
12.125,690
12.13333,690
12.14167,690
12.15,689
12.15833,689
12.16667,688
12.175,688
12.18333,688
12.19167,688
12.2,687
12.20833,687
12.21667,687
12.225,686
12.23333,686
12.24167,686
12.25,686
12.25833,686
12.26667,685
12.275,685
12.28333,684
12.29167,684
12.3,684
12.30833,683
12.31667,683
12.325,683
12.33333,682
12.34167,682
12.35,682
12.35833,682
12.36667,682
12.375,682
12.38333,682
12.39167,681
12.4,681
12.40833,681
12.41667,681
12.425,680
12.43333,680
12.44167,680
12.45,680
12.45833,679
12.46667,679
12.475,679
12.48333,679
12.49167,679
12.5,679
12.50833,679
12.51667,679
12.525,679
12.53333,679
12.54167,679
12.55,679
12.55833,679
12.56667,680
12.575,680
12.58333,681
12.59167,682
12.6,684
12.60833,686
12.61667,688
12.625,691
12.63333,695
12.64167,700
12.65,705
12.65833,712
12.66667,720
12.675,729
12.68333,740
12.69167,753
12.7,769
12.70833,786
12.71667,805
12.725,827
12.73333,853
12.74167,881
12.75,914
12.75833,950
12.76667,989
12.775,1033
12.78333,1081
12.79167,1133
12.8,1189
12.80833,1250
12.81667,1316
12.825,1386
12.83333,1462
12.84167,1543
12.85,1629
12.85833,1720
12.86667,1816
12.875,1918
12.88333,2026
12.89167,2139
12.9,2258
12.90833,2381
12.91667,2511
12.925,2646
12.93333,2786
12.94167,2932
12.95,3083
12.95833,3239
12.96667,3401
12.975,3568
12.98333,3741
12.99167,3918
13.0,4101
13.00833,4289
13.01667,4482
13.025,4679
13.03333,4882
13.04167,5089
13.05,5301
13.05833,5518
13.06667,5739
13.075,5964
13.08333,6193
13.09167,6426
13.1,6664
13.10833,6905
13.11667,7151
13.125,7400
13.13333,7653
13.14167,7910
13.15,8170
13.15833,8434
13.16667,8701
13.175,8972
13.18333,9246
13.19167,9524
13.2,9805
13.20833,10089
13.21667,10377
13.225,10667
13.23333,10960
13.24167,11257
13.25,11556
13.25833,11858
13.26667,12164
13.275,12472
13.28333,12782
13.29167,13096
13.3,13413
13.30833,13732
13.31667,14054
13.325,14379
13.33333,14707
13.34167,15038
13.35,15372
13.35833,15709
13.36667,16049
13.375,16391
13.38333,16735
13.39167,17083
13.4,17434
13.40833,17787
13.41667,18143
13.425,18502
13.43333,18864
13.44167,19229
13.45,19597
13.45833,19968
13.46667,20341
13.475,20717
13.48333,21096
13.49167,21478
13.5,21863
13.50833,22251
13.51667,22642
13.525,23036
13.53333,23433
13.54167,23833
13.55,24236
13.55833,24642
13.56667,25051
13.575,25464
13.58333,25879
13.59167,26297
13.6,26719
13.60833,27144
13.61667,27573
13.625,28004
13.63333,28439
13.64167,28877
13.65,29319
13.65833,29764
13.66667,30213
13.675,30665
13.68333,31120
13.69167,31579
13.7,32042
13.70833,32508
13.71667,32977
13.725,33451
13.73333,33928
13.74167,34408
13.75,34892
13.75833,35380
13.76667,35872
13.775,36367
13.78333,36866
13.79167,37370
13.8,37877
13.80833,38389
13.81667,38904
13.825,39424
13.83333,39948
13.84167,40476
13.85,41008
13.85833,41545
13.86667,42085
13.875,42630
13.88333,43178
13.89167,43729
13.9,44283
13.90833,44837
13.91667,45390
13.925,45937
13.93333,46475
13.94167,46999
13.95,47503
13.95833,47979
13.96667,48418
13.975,48812
13.98333,49152
13.99167,49429
14.0,49632
14.00833,49755
14.01667,49789
14.025,49728
14.03333,49566
14.04167,49298
14.05,48922
14.05833,48433
14.06667,47831
14.075,47112
14.08333,46276
14.09167,45324
14.1,44254
14.10833,43070
14.11667,41775
14.125,40374
