time,signal
12.0,699
12.00833,699
12.01667,698
12.025,697
12.03333,697
12.04167,696
12.05,696
12.05833,695
12.06667,695
12.075,694
12.08333,694
12.09167,694
12.1,694
12.10833,694
12.11667,694
12.125,693
12.13333,693
12.14167,692
12.15,691
12.15833,691
12.16667,690
12.175,690
12.18333,690
12.19167,689
12.2,689
12.20833,689
12.21667,689
12.225,689
12.23333,689
12.24167,689
12.25,689
12.25833,688
12.26667,688
12.275,687
12.28333,687
12.29167,686
12.3,686
12.30833,686
12.31667,685
12.325,685
12.33333,685
12.34167,685
12.35,685
12.35833,685
12.36667,685
12.375,685
12.38333,685
12.39167,685
12.4,684
12.40833,684
12.41667,684
12.425,684
12.43333,684
12.44167,684
12.45,683
12.45833,682
12.46667,682
12.475,682
12.48333,682
12.49167,682
12.5,682
12.50833,682
12.51667,682
12.525,682
12.53333,682
12.54167,682
12.55,683
12.55833,683
12.56667,683
12.575,683
12.58333,684
12.59167,685
12.6,687
12.60833,688
12.61667,691
12.625,694
12.63333,698
12.64167,702
12.65,708
12.65833,714
12.66667,722
12.675,732
12.68333,744
12.69167,757
12.7,772
12.70833,790
12.71667,810
12.725,833
12.73333,860
12.74167,889
12.75,922
12.75833,958
12.76667,997
12.775,1041
12.78333,1089
12.79167,1141
12.8,1198
12.80833,1259
12.81667,1325
12.825,1395
12.83333,1471
12.84167,1551
12.85,1637
12.85833,1729
12.86667,1825
12.875,1927
12.88333,2033
12.89167,2146
12.9,2263
12.90833,2387
12.91667,2515
12.925,2650
12.93333,2789
12.94167,2934
12.95,3084
12.95833,3240
12.96667,3401
12.975,3567
12.98333,3738
12.99167,3915
13.0,4097
13.00833,4283
13.01667,4475
13.025,4671
13.03333,4872
13.04167,5078
13.05,5288
13.05833,5503
13.06667,5723
13.075,5947
13.08333,6175
13.09167,6407
13.1,6644
13.10833,6885
13.11667,7130
13.125,7379
13.13333,7633
13.14167,7891
13.15,8153
13.15833,8419
13.16667,8690
13.175,8965
13.18333,9244
13.19167,9529
13.2,9818
13.20833,10112
13.21667,10413
13.225,10719
13.23333,11032
13.24167,11352
13.25,11679
13.25833,12014
13.26667,12357
13.275,12709
13.28333,13070
13.29167,13442
13.3,13824
13.30833,14218
13.31667,14624
13.325,15044
13.33333,15476
13.34167,15923
13.35,16384
13.35833,16860
13.36667,17351
13.375,17859
13.38333,18382
13.39167,18922
13.4,19478
13.40833,20049
13.41667,20637
13.425,21240
13.43333,21858
13.44167,22490
13.45,23136
13.45833,23794
13.46667,24465
13.475,25146
13.48333,25836
13.49167,26535
13.5,27241
13.50833,27954
13.51667,28670
13.525,29390
13.53333,30111
13.54167,30832
13.55,31552
13.55833,32270
13.56667,32983
13.575,33691
13.58333,34392
13.59167,35086
13.6,35770
13.60833,36445
13.61667,37109
13.625,37761
